Feature,Score
place name__Rutledge,0
place name__Sachse,0
place name__Sacramento,6
place name__Safford,0
place name__Saginaw,0
place name__Sagle,0
place name__Sahuarita,0
place name__Saint Albans,0
place name__Saint Amant,0
place name__Saint Augustine,0
place name__Saint Charles,0
place name__Saint Clair,0
place name__Saint Clairsville,0
place name__Saint Cloud,0
place name__Saint Francisville,0
place name__Saint George,0
place name__Saint Helena,0
place name__Saint Henry,0
place name__Saint James,0
place name__Saint John,0
place name__Saint Johnsbury,0
place name__Saint Joseph,0
place name__Saint Landry,0
place name__Saint Louis,0
place name__Saint Marks,0
place name__Saint Michael,0
place name__Saint Paul,0
place name__Saint Peters,0
place name__Saint Petersburg,0
place name__Saint Stephens,0
place name__Saint Thomas,0
place name__Salem,0
place name__Salida,0
place name__Salina,0
place name__Salinas,0
place name__Saline,0
place name__Salisbury,0
place name__Sallis,0
place name__Sallisaw,0
place name__Salt Lake City,0
place name__Saluda,0
place name__Samson,0
place name__San Angelo,0
place name__San Anselmo,0
place name__San Antonio,2
place name__San Benito,0
place name__San Bernardino,0
place name__San Bruno,0
place name__San Carlos,0
place name__San Clemente,0
place name__San Diego,0
place name__San Fernando,0
place name__San Francisco,0
place name__San Gabriel,0
place name__San Geronimo,0
place name__San Jacinto,0
place name__San Jose,0
place name__San Juan,0
place name__San Juan Capistrano,0
place name__San Luis Obispo,0
place name__San Marcos,0
place name__San Mateo,0
place name__San Miguel,0
place name__San Pablo,21
place name__San Rafael,0
place name__San Ramon,0
place name__San Ysidro,0
place name__Sanbornton,0
place name__Sand Springs,0
place name__Sandpoint,0
place name__Sandstone,0
place name__Sandy,0
place name__Sandy Hook,0
place name__Sandy Springs,0
place name__Sandyville,0
place name__Sanford,0
place name__Sanger,0
place name__Sanibel,0
place name__Santa Ana,0
place name__Santa Barbara,0
place name__Santa Clara,0
place name__Santa Clarita,0
place name__Santa Claus,0
place name__Santa Fe,0
place name__Santa Fe Springs,0
place name__Santa Maria,0
place name__Santa Monica,0
place name__Santa Rosa,0
place name__Santee,0
place name__Sarasota,0
place name__Sartell,0
place name__Sarver,0
place name__Satsuma,0
place name__Saugus,0
place name__Sauk City,0
place name__Sault Sainte Marie,0
place name__Sausalito,0
place name__Savage,0
place name__Savannah,0
place name__Saxonburg,0
place name__Scarsdale,0
place name__Scenery Hill,0
place name__Schaumburg,0
place name__Scotch Plains,0
place name__Scott City,0
place name__Scotts Hill,0
place name__Scotts Valley,0
place name__Scottsboro,0
place name__Scottsdale,0
place name__Scottsville,0
place name__Scranton,0
place name__Seabrook,0
place name__Seaford,0
place name__Searcy,0
place name__Seaside,0
place name__Seaside Park,0
place name__Seattle,0
place name__Sebastopol,0
place name__Sebring,0
place name__Sedona,0
place name__Sedro Woolley,0
place name__Seffner,0
place name__Seguin,0
place name__Seligman,0
place name__Selkirk,0
place name__Selma,0
place name__Seminole,0
place name__Semmes,0
place name__Seneca,0
place name__Sequim,0
place name__Severn,0
place name__Severna Park,0
place name__Sevierville,0
place name__Sewanee,0
place name__Seymour,0
place name__Shade Gap,0
place name__Sharon,0
place name__Sharpsville,0
place name__Shasta Lake,0
place name__Shaver Lake,0
place name__Shawnee,0
place name__Sheboygan,0
place name__Sheffield Lake,0
place name__Shelby,0
place name__Shelbyville,0
place name__Shelley,0
place name__Shelton,0
place name__Shepherdsville,0
place name__Sheridan,0
place name__Sherman,0
place name__Sherman Oaks,0
place name__Shermans Dale,0
place name__Sherwood,0
place name__Shiner,0
place name__Shippensburg,0
place name__Shipshewana,0
place name__Shoals,0
place name__Shoemakersville,0
place name__Shoreham,0
place name__Short Hills,0
place name__Show Low,0
place name__Shreveport,0
place name__Shrewsbury,0
place name__Sicklerville,0
place name__Sidney,0
place name__Sigourney,0
place name__Sikeston,0
place name__Siloam,0
place name__Silver City,0
place name__Silver Lake,0
place name__Silver Spring,0
place name__Silverdale,0
place name__Silverton,0
place name__Simi Valley,0
place name__Simpsonville,0
place name__Sinclairville,0
place name__Sioux City,0
place name__Sioux Falls,0
place name__Skaneateles Falls,0
place name__Skiatook,0
place name__Slaton,0
place name__Slippery Rock,0
place name__Smithfield,0
place name__Smithtown,0
place name__Smithville,0
place name__Smyrna,0
place name__Snellville,0
place name__Snohomish,0
place name__Snook,0
place name__Snowflake,0
place name__Snowmass,0
place name__Soldotna,0
place name__Soledad,0
place name__Solon,0
place name__Somers,0
place name__Somerset,0
place name__Somerville,0
place name__Sonoma,0
place name__Sopchoppy,0
place name__Soperton,0
place name__Sound Beach,0
place name__South Amboy,0
place name__South Bend,0
place name__South Burlington,0
place name__South Charleston,0
place name__South El Monte,0
place name__South Elgin,0
place name__South Gate,0
place name__South Haven,0
place name__South Lake Tahoe,0
place name__South Lyon,0
place name__South Milwaukee,0
place name__South Orange,0
place name__South Ozone Park,0
place name__South Plainfield,0
place name__South Portland,0
place name__South Richmond Hill,0
place name__South River,0
place name__South San Francisco,0
place name__South Shore,0
place name__South Whitley,0
place name__Southaven,0
place name__Southern Pines,0
place name__Southfield,0
place name__Southgate,0
place name__Southlake,0
place name__Southport,0
place name__Spanaway,0
place name__Spanish Fork,0
place name__Spanish Fort,0
place name__Sparks,0
place name__Sparks Glencoe,0
place name__Sparta,0
place name__Spartanburg,0
place name__Spearfish,0
place name__Spencer,0
place name__Spirit Lake,0
place name__Spiro,0
place name__Spokane,0
place name__Spotsylvania,0
place name__Spring,0
place name__Spring City,0
place name__Spring Grove,0
place name__Spring Hill,0
place name__Spring Hope,0
place name__Spring Valley,0
place name__Springboro,0
place name__Springerville,0
place name__Springfield,0
place name__Springfield Gardens,0
place name__Springtown,0
place name__Springville,0
place name__Stafford,0
place name__Stamford,0
place name__Stanchfield,0
place name__Stanfield,0
place name__Stanley,0
place name__Stanton,0
place name__Stanwood,0
place name__Stapleton,0
place name__Staten Island,0
place name__Statesboro,0
place name__Statesville,0
place name__Stearns,0
place name__Stephens City,0
place name__Stephenville,0
place name__Sterling,0
place name__Steubenville,0
place name__Stevens Point,0
place name__Stevenson,0
place name__Stevensville,0
place name__Stewartville,0
place name__Stigler,0
place name__Stillwater,0
place name__Stilwell,0
place name__Stockdale,0
place name__Stockton,0
place name__Stokesdale,0
place name__Stonewall,0
place name__Stony Brook,0
place name__Stoughton,0
place name__Strafford,0
place name__Strasburg,0
place name__Stratford,0
place name__Strattanville,0
place name__Strongsville,0
place name__Stroudsburg,0
place name__Strunk,0
place name__Stryker,0
place name__Stuart,0
place name__Studio City,0
place name__Sturbridge,0
place name__Sturgis,0
place name__Suffolk,0
place name__Sugar Grove,0
place name__Sugar Land,0
place name__Sugarcreek,0
place name__Suisun City,0
place name__Sullivan,0
place name__Sully,0
place name__Sulphur,0
place name__Sulphur Springs,0
place name__Sumas,0
place name__Summersville,0
place name__Summerville,0
place name__Summit Argo,0
place name__Sumner,0
place name__Sumter,0
place name__Sun City,0
place name__Sun Valley,0
place name__Suncook,0
place name__Sunland Park,0
place name__Sunset,0
place name__Supply,0
place name__Surry,0
place name__Sussex,0
place name__Sutherland,0
place name__Sutton,0
place name__Suwanee,0
place name__Swannanoa,0
place name__Swanquarter,0
place name__Swanton,0
place name__Swartz Creek,0
place name__Sweetwater,0
place name__Sycamore,0
place name__Sykesville,0
place name__Sylmar,0
place name__Syracuse,0
place name__Tacoma,0
place name__Tahoe City,0
place name__Tallahassee,0
place name__Tallassee,0
place name__Tallula,0
place name__Tampa,0
place name__Tappan,0
place name__Tarawa Terrace,0
place name__Tarentum,0
place name__Tarpon Springs,0
place name__Tarzana,0
place name__Tatum,0
place name__Taylor,0
place name__Taylors,0
place name__Taylorsville,0
place name__Taylorville,0
place name__Teachey,0
place name__Teec Nos Pos,0
place name__Telferner,0
place name__Telford,0
place name__Tempe,0
place name__Temple,0
place name__Terre Haute,0
place name__Terrell,0
place name__Terreton,0
place name__Texarkana,0
place name__Texas City,0
place name__Texhoma,0
place name__Thackerville,0
place name__The Colony,0
place name__The Plains,0
place name__The Villages,0
place name__Thibodaux,0
place name__Thomas,0
place name__Thomasville,0
place name__Thomson,0
place name__Thornton,0
place name__Thousand Oaks,0
place name__Three Forks,0
place name__Three Oaks,0
place name__Tifton,0
place name__Tiger,0
place name__Tinley Park,0
place name__Tippecanoe,0
place name__Tipton,0
place name__Tishomingo,0
place name__Tobyhanna,0
place name__Toddville,0
place name__Toledo,0
place name__Tomball,0
place name__Tombstone,0
place name__Tonawanda,0
place name__Tonganoxie,0
place name__Tonopah,0
place name__Tooele,0
place name__Toomsuba,0
place name__Topeka,0
place name__Topsfield,0
place name__Tornado,0
place name__Torrington,0
place name__Towaco,0
place name__Towson,0
place name__Tracy,0
place name__Traverse City,0
place name__Tremonton,0
place name__Trenton,0
place name__Triangle,0
place name__Trimble,0
place name__Trinity,0
place name__Troy,0
place name__Truckee,0
place name__Truxton,0
place name__Tryon,0
place name__Tucson,0
place name__Tujunga,0
place name__Tullahoma,0
place name__Tulsa,0
place name__Tunas,0
place name__Tunkhannock,0
place name__Turlock,0
place name__Tuscaloosa,0
place name__Tuscumbia,0
place name__Tuskegee,0
place name__Tustin,0
place name__Tuxedo Park,0
place name__Twentynine Palms,0
place name__Twin Falls,0
place name__Twin Lake,0
place name__Tyler,0
place name__Tylersport,0
place name__Tyngsboro,0
place name__Tyrone,0
place name__Tyronza,0
place name__Uhrichsville,0
place name__Ukiah,0
place name__Unicoi,0
place name__Union,0
place name__Union City,0
place name__Uniontown,0
place name__Universal City,0
place name__Upland,0
place name__Upper Sandusky,0
place name__Upton,0
place name__Urbana,0
place name__Utica,0
place name__Vail,0
place name__Vale,0
place name__Valencia,0
place name__Valley,0
place name__Valley Center,0
place name__Valley Cottage,0
place name__Valley Park,0
place name__Valley Springs,0
place name__Valley Stream,0
place name__Valley View,0
place name__Valparaiso,0
place name__Valrico,0
place name__Van Alstyne,0
place name__Van Buren,0
place name__Van Nuys,0
place name__Van Voorhis,0
place name__Vance,0
place name__Vancleave,0
place name__Vancouver,4
place name__Vanderbilt,0
place name__Venedocia,0
place name__Venetia,0
place name__Venice,0
place name__Ventura,0
place name__Vergennes,0
place name__Vernal,0
place name__Vernon,0
place name__Vero Beach,0
place name__Verona,0
place name__Versailles,0
place name__Vicksburg,0
place name__Victoria,0
place name__Victorville,0
place name__Vilas,0
place name__Villa Rica,0
place name__Vincennes,0
place name__Vineland,0
place name__Vinton,0
place name__Virgilina,0
place name__Virginia Beach,0
place name__Visalia,0
place name__Voorheesville,0
place name__Waddell,0
place name__Wadesboro,0
place name__Wadesville,0
place name__Wagoner,0
place name__Wahiawa,0
place name__Waialua,0
place name__Waianae,0
place name__Wailuku,0
place name__Waipahu,0
place name__Wakefield,0
place name__Wakonda,0
place name__Walden,0
place name__Waldo,0
place name__Waldorf,0
place name__Waldron,0
place name__Walford,0
place name__Walkerton,0
place name__Walla Walla,0
place name__Walnut,0
place name__Walnut Creek,0
place name__Waltham,0
place name__Walton,0
place name__Wampum,0
place name__Wanette,0
place name__Wantagh,0
place name__Wapella,0
place name__Wapello,0
place name__Wappingers Falls,0
place name__Wapwallopen,0
place name__Ware,0
place name__Warminster,0
place name__Warner Robins,0
place name__Warners,0
place name__Warren,0
place name__Warrenton,0
place name__Warrington,0
place name__Warsaw,0
place name__Wasco,0
place name__Waseca,0
place name__Washington,0
place name__Washington Court House,0
place name__Wasilla,0
place name__Waterbury,0
place name__Waterford,0
place name__Waterloo,0
place name__Watertown,0
place name__Waterville,0
place name__Watkinsville,0
place name__Watsontown,0
place name__Watsonville,0
place name__Wauconda,0
place name__Waukegan,0
place name__Waupaca,0
place name__Waupun,0
place name__Wautoma,0
place name__Waveland,0
place name__Waxhaw,0
place name__Waycross,0
place name__Wayland,0
place name__Wayne,0
place name__Waynesboro,0
place name__Waynesburg,0
place name__Waynesville,0
place name__Weare,0
place name__Weatherford,0
place name__Weaver,0
place name__Webster,0
place name__Wedowee,0
place name__Weir,0
place name__Weirton,0
place name__Weldon,0
place name__Wellesley,0
place name__Welling,0
place name__Wellington,0
place name__Wellsville,0
place name__Welsh,0
place name__Wenatchee,0
place name__Wentworth,0
place name__Weslaco,0
place name__Wesley Chapel,0
place name__Wesson,0
place name__West Babylon,0
place name__West Barnstable,0
place name__West Bend,0
place name__West Boylston,0
place name__West Charleston,0
place name__West Chester,0
place name__West Columbia,0
place name__West Covina,0
place name__West Decatur,0
place name__West Des Moines,0
place name__West Harrison,0
place name__West Hartford,0
place name__West Haven,0
place name__West Haverstraw,0
place name__West Helena,0
place name__West Hempstead,0
place name__West Henrietta,0
place name__West Jordan,0
place name__West Lafayette,0
place name__West Linn,0
place name__West Mifflin,0
place name__West New York,0
place name__West Newton,0
place name__West Palm Beach,0
place name__West Pawlet,0
place name__West Point,0
place name__West Roxbury,0
place name__West Sacramento,0
place name__West Springfield,0
place name__West Stockbridge,0
place name__West Unity,0
place name__West Valley City,0
place name__West Warwick,0
place name__Westbury,0
place name__Westchester,0
place name__Westerville,0
place name__Westfield,0
place name__Westhampton,0
place name__Westlake,0
place name__Westlake Village,0
place name__Westminster,0
place name__Weston,0
place name__Westphalia,0
place name__Westpoint,0
place name__Westville,0
place name__Wethersfield,0
place name__Wewoka,0
place name__Weymouth,0
place name__Wharton,0
place name__Whately,0
place name__Wheat Ridge,0
place name__Wheatland,0
place name__Wheeler,0
place name__Wheeling,0
place name__Whippany,0
place name__White Hall,0
place name__White Lake,0
place name__White Oak,0
place name__White Plains,0
place name__White River Junction,0
place name__Whitefish,0
place name__Whitehall,0
place name__Whitehouse,0
place name__Whitehouse Station,0
place name__Whites Creek,0
place name__Whitesville,0
place name__Whiteville,0
place name__Whitinsville,0
place name__Whitley City,0
place name__Whitman,0
place name__Whitmire,0
place name__Whitmore Lake,0
place name__Whittier,0
place name__Wichita,0
place name__Wichita Falls,0
place name__Wickenburg,0
place name__Wilbur,0
place name__Wilburton,0
place name__Wild Rose,0
place name__Wildomar,0
place name__Wildwood,0
place name__Wilkes Barre,0
place name__Williamsburg,0
place name__Williamson,0
place name__Williamsport,0
place name__Williamstown,0
place name__Williston,0
place name__Wilmette,0
place name__Wilmington,0
place name__Wilson,0
place name__Wilsonville,0
place name__Wilton,0
place name__Wimauma,0
place name__Winchester,0
place name__Windermere,0
place name__Windsor,0
place name__Windsor Locks,0
place name__Windsor Mill,0
place name__Winfield,0
place name__Wingate,0
place name__Winnemucca,0
place name__Winner,0
place name__Winnetka,0
place name__Winnsboro,0
place name__Winona,0
place name__Winter Haven,0
place name__Winter Park,0
place name__Winterville,0
place name__Winton,0
place name__Wisconsin Rapids,0
place name__Wister,0
place name__Woburn,0
place name__Wolfe City,0
place name__Wolfforth,0
place name__Wood Lake,0
place name__Wood River,0
place name__Woodburn,0
place name__Woodbury,0
place name__Woodhaven,0
place name__Woodinville,0
place name__Woodland,0
place name__Woodland Hills,0
place name__Woodmere,0
place name__Woodridge,0
place name__Woodside,0
place name__Woodstock,0
place name__Woodville,0
place name__Woodway,0
place name__Woonsocket,0
place name__Wooster,0
place name__Worcester,0
place name__Worden,0
place name__Worthington,0
place name__Wright,0
place name__Wyandotte,0
place name__Wyckoff,0
place name__Wylie,0
place name__Wynne,0
place name__Wyoming,0
place name__Yakima,0
place name__Yemassee,0
place name__Yoakum,0
place name__Yonkers,0
place name__Yorba Linda,0
place name__York,0
place name__Yorktown,0
place name__Yorktown Heights,0
place name__Yorkville,0
place name__Youngstown,0
place name__Youngsville,0
place name__Yountville,0
place name__Ypsilanti,0
place name__Yukon,0
place name__Yulee,0
place name__Yuma,0
place name__Zachary,0
place name__Zephyrhills,0
place name__Zion,0
place name__Zionsville,0
place name__Zwolle,0
